tratar	12
pedro	6
indicação	11
presente	9
prazo	9
sigilo	27
precisar	8
exigir	8
reforma	4
afirmar	30
utilização	12
luís	4
magistrado	97
eletrônico	8
praticar	14
atingir	10
decidir	14
segurança	6
dirigir	7
motivação	5
acordo	46
enfrentar	3
risco	3
analisado	4
reiterar	4
zavascki	3
ementa	6
jurisdição	5
compatível	3
interno	5
notório	3
linha	8
repercussão	3
sociedade	12
relacionado	3
julio	5
morar	91
comparecer	3
justificativo	5
defensor	4
resolução	4
indício	3
imparcial	11
encher	3
continuar	9
andrey	7
evidência	3
narrado	4
pertencer	4
custa	3
mp	5
política	17
político	28
il	4
absoluto	9
patrono	3
conter	4
titular	5
ministro	58
crítica	5
expressar	3
jornalista	3
adir	3
regional	4
indivíduo	3
definição	3
vislumbrar	4
sede	12
ordenar	10
atuação	35
delator	3
ordem	38
preventivo	7
apreensão	7
contar	3
realidade	9
equivocar	3
apoiador	3
vara	19
liberdade	18
proteção	6
ilegal	10
valor	8
peluso	3
necessário	13
propósito	5
instalar	3
brasileiro	19
pré_processual	4
exercício	6
mensagem	9
fonte	9
mencionar	8
privativo	3
rt	6
rs	5
consignar	3
deferimento	3
denominar	4
resumo	3
organismo	5
conduta	9
entrar	3
realizar	15
ato	47
caráter	10
deixar	15
parcialidade	15
adotar	16
crer	6
produzir	6
libertação	3
combate	8
transcrever	12
miller	4
força_tarefa	23
ilicitude	7
vista	12
gravação	9
corresponder	4
processar	4
geral	6
investigação	36
véspera	7
finalidade	7
evidente	8
jerusa	15
publicação	4
reportagem	9
longo	3
lula	58
bradar	3
abusividade	3
receber	9
captar	4
conceder	12
acusar	20
grave	11
realização	9
concreto	10
doc	4
professor	5
referido	28
melhor	13
desembargador	4
opção	4
caber	5
consideração	3
heterodoxo	4
relatoria	6
relator	29
criminoso	6
relacionar	6
sozinho	3
jurisprudência	7
dr	3
separação	9
policial	10
probatório	15
inadequado	4
apropriado	3
cooperação	3
sentido	21
plenário	9
paraná	3
desvio	8
autorização	10
marcar	4
dilação	3
expressão	3
sair	4
restar	7
prado	10
vênias	9
novembro	4
acórdão	15
opinião	3
peça	3
termo	18
advertir	6
justificar	19
resposta	4
falar	22
concluir	7
setembro	5
judiciário	12
inquisitivo	3
saída	4
atribuir	3
temporário	3
aberto	7
março	12
assegurar	3
usado	3
declaração	6
avaliação	3
medida	30
desserviço	3
inclinação	4
arguição	3
função	20
iv	3
oitiva	4
excelente	5
legislação	8
livre	6
portal	3
recurso	12
campo	3
the	3
telefônico	42
destacar	33
acusação	25
relevância	3
aplicação	6
expor	10
candidato	4
nota	20
poder_judiciário	4
divulgação	8
esconder	4
aportar	3
liminar	8
experiência	5
específico	7
indicativo	6
negar	7
terceiro	7
matéria	14
gostar	3
autoincriminação	3
beneficiar	5
esquema	9
total	4
apontar	9
oposição	4
conhecido	12
subjetivo	3
excluir	3
bangalore	4
defensivo	5
esperar	6
erro	4
ligação	7
civil	9
questão	24
concessão	3
reforçar	4
novo	16
impugnar	4
cnpj	3
ramal	10
foro	6
indicado	3
conversa	29
artigo	9
seguir	4
devido	15
antecipar	6
vivo	4
cumprir	15
conteúdo	12
permitir	7
odebrecht	6
penal	92
ímpar	3
condenar	8
sanção	4
atividade	6
saber	20
eventual	13
tese	5
responsável	4
providência	4
depor	5
publicar	8
interrupção	3
edoc	19
modelo	13
teixeira	37
mostrar	7
levantar	6
interrogatório	8
josé	4
laura	9
palestra	17
necessidade	8
vez	34
comum	6
curitiba	28
significado	3
persecutório	4
suposto	4
absolutista	4
vladimir	6
ordenação	4
legitimidade	4
cenário	6
impetrantes	4
corregedoria	3
querer	16
turno	9
inocência	6
funcional	5
teori	4
colaborador	11
levar	8
revista	4
participar	3
cargo	15
arbítrio	3
curso	5
previsto	3
emitir	4
controlo	10
agosto	5
mudar	7
instituto	3
exame	5
exemplo	11
enorme	3
lavra	4
jornal	9
semana	6
tocar	6
adquirir	3
internacional	12
positivo	3
franco	3
razoável	5
diálogo	39
decretar	3
garantia	25
descrição	3
palavra	5
garantir	6
parcial	4
seguinte	13
só	21
encontrar	8
eleito	7
cumprimento	8
facilitar	3
figura	4
dúvida	21
titularizado	4
trazer	11
justo	3
construir	3
perder	5
conduzir	16
ferrajoli	3
recente	8
colocar	13
encerramento	4
ligar	5
determinação	3
vencer	3
justiça	31
atar	5
data	19
objeto	20
determinado	14
natural	4
sp	6
despeito	3
recorrente	3
anterior	10
turma	29
notável	3
ressaltar	17
forma	26
gilmar	6
preceito	4
dje	17
maior	12
negociação	4
manipulação	4
citar	5
distinto	5
ed	9
afastado	3
agir	7
partir	18
envolvido	4
confissão	3
sugerir	9
travar	5
cópia	3
brasil	8
inácio	3
registrar	3
época	9
mello	3
suspender	5
voto	16
onu	6
reafirmar	4
ameaça	4
dignidade_da_pessoa_humana	5
verificação	3
aceitar	11
caixa	3
preocupação	3
número	16
tradução	3
princípio	15
ocasião	8
reclamar	4
ano	9
requerer	3
apresentado	4
prr	6
relativo	3
gustavo	3
submeter	6
objectivo	7
coercitivo	34
procedimento	9
intuito	5
conhecimento	16
atibaia	5
enviar	6
prestar	16
neto	4
preciso	4
acusador	8
ouvir	5
crime	22
ex_ministro	4
precedente	10
telefone	21
disputa	7
cautelar	11
soltar	7
proferido	17
circunstância	14
colômbia	4
flor	4
ângelo	3
obtenção	6
sucessivo	6
razão	16
deferir	4
impossível	3
dinheiro	4
constar	19
federal	29
proposta	3
eros	6
achar	24
recusar	5
manifestar	9
quadro	3
jd	4
jf	4
flagrante	7
democrático	14
gente	5
episódio	7
eletivo	3
reclamante	8
acabar	5
extravagante	3
extensão	6
ricardo	9
januário	5
impedimento	5
ganhar	3
característica	3
regimental	11
pessoa	29
repetido	3
pena	15
nulidade	6
denunciar	6
origem	3
código	13
dallagnol	12
breve	4
acusatório	34
cadastro	5
verdadeiro	17
casa	3
caso	69
condição	10
celebrar	6
evidenciar	7
alvo	4
prisão	24
advocacia	27
colegiado	5
pretensão	4
fácil	3
limite	11
argumento	4
consequência	3
inequívoco	4
junto	4
adpf	4
oportunidade	13
imputação	4
contemplar	3
andamento	3
respeito	9
costa	3
estatal	5
alfredo	3
juris	3
processo	111
previsão	6
nao	30
rousseff	3
mendonça	6
real	8
lado	4
independente	7
solução	3
havido	8
prejuízo	3
ciência	4
aspecto	7
dito	3
pressuposto	3
pet	3
conselho	3
pronunciar	4
folha	5
compreender	3
transcrição	3
apreender	5
definir	8
criticar	7
legal	17
mérito	4
monocrático	4
atender	7
histórico	9
apuração	5
empresa	18
compartilhar	4
petição	11
instrumento	3
condenatório	10
mar	4
russo	7
atribuição	4
discutir	18
colher	6
posterior	3
posição	12
julgar	45
último	10
ex_presidente	47
inciso	4
rogério	3
reconhecimento	4
advogado	84
lavagem	4
ag	4
investigado	14
fugir	3
relevante	24
mundo	8
ap	3
ar	3
universidade	5
sofrer	3
juiz	135
defesa	56
partido	10
narrativa	9
relação	25
pedir	26
registro	3
filigrana	3
acesso	7
cidadão	4
grupo	19
restringir	3
versão	10
dilma	9
perseguição	4
irroga	3
cpp	18
preliminar	5
claro	21
eminente	4
suspeição	22
aplicar	6
macular	3
existir	7
tb	9
perspectiva	4
mpf	47
assentar	9
apto	3
pré_constituída	3
reconhecer	19
decisão	91
grampear	4
herói	5
provar	5
independência	12
narrar	6
passível	3
intenção	4
public	6
interceptação	67
chamar	6
recebimento	3
ostensivo	3
alberto	3
comprovar	4
corroboração	6
evitar	4
notícia	11
social	6
acontecer	5
via	9
correa	4
trecho	9
vir	8
divulg	5
prc	4
reunião	3
corte	20
silva	3
provocar	4
objetivo	10
condução	37
prever	13
anselmo	9
descrever	7
efetivação	4
incluir	3
visão	5
consubstanciar	3
rememorar	4
procurador	21
percepção	8
rodrigues	3
iniciar	7
ponto	15
anexo	6
relatar	4
inicial	4
concordar	6
pôr	3
fundamento	14
possibilitar	4
voltar	5
juízo	43
pleno	10
validade	3
ft	4
mendes	6
evento	7
sistema	41
útil	3
discussão	6
fundamentar	6
roberson	7
súmula	4
grande	6
fundamental	18
doutor	4
papel	8
delação	13
celular	8
demorar	4
cnj	13
mensalão	7
buscar	9
levantamento	12
afastar	8
doutrina	7
ficar	16
soltura	6
desentranhamento	4
polícia	6
envolvimento	3
pedido	17
ilícito	21
fossar	16
dia	46
envolver	6
apreciado	3
punitivo	5
desrespeito	3
provimento	6
encaminhar	10
analisar	8
base	10
colaboração	22
projeto	7
ex_officio	4
divulgar	5
suficiente	8
prender	3
aguardar	3
conseguir	3
admitir	9
jogo	3
disposição	3
indiciamento	3
importância	3
natureza	3
integrante	4
norma	3
cazarre	3
país	14
silêncio	6
stf	47
fevereiro	5
conhecer	4
tratativas	3
manutenção	4
jair_bolsonaro	3
lewandowski	10
autorizar	8
revelar	15
violar	12
paludo	9
privado	3
situação	8
interpol	3
ex_magistrado	3
integridade	4
anunciar	3
aproximar	3
lançar	3
certo	3
réu	20
história	3
órgão	15
nação	4
sustentar	7
impetração	6
repise	3
prolação	4
exarar	4
meio	14
assumir	3
receita	5
pertencente	4
início	6
art	38
pleito	5
demonstrar	16
âmbito	11
tender	9
relatório	5
merecer	3
esclarecer	7
lava_jato	36
spoofing	6
diligência	3
pagar	3
yale	3
existência	10
eleitoral	13
parecer	20
competente	3
complementar	3
habeas_corpus	36
eleição	14
considerar	11
procedente	3
filho	9
desnecessário	3
contraditório	14
impetrar	6
agente	8
juntar	23
jurisdicional	16
pessoal	15
dizer	27
legalidade	5
pr	18
criar	6
chegar	8
conjunto	9
investigador	4
regra	13
conducao	7
imediato	5
benefício	5
aquisição	4
judicial	44
impedir	10
prerrogativa	6
direito	105
luciano	3
áudio	8
telefonia	15
premiar	15
declarar	10
voo	3
busca	10
campanha	4
próprio	40
bom	21
configurar	5
cezar	5
fato	88
escolha	3
recorrer	3
referenciar	3
prévio	6
telegram	5
verificar	21
bastar	7
combinar	6
apresentar	10
inocente	3
técnica	4
mandar	20
apresentação	9
ocorrer	13
assinatura	3
ajudar	3
informar	9
comportamento	11
apanhar	3
kriele	5
líder	3
estratégia	27
tomar	21
marco	7
entao	3
formal	3
vincular	5
direto	7
obrigação	4
lima	3
apoio	5
autoridade	26
prova	59
condenação	13
intenso	4
santo	3
impor	6
avisar	3
consistir	9
acompanhar	3
instrução	12
abusivo	6
legítimo	4
estabelecer	9
transladar	6
visar	4
ministro_da_justiça	6
exercer	4
ator	7
governo	9
exposição	4
região	6
tamanho	3
nomeação	4
corrupção	20
indicar	10
cit	3
essência	3
paciente	65
pozzobon	4
imputar	5
inconformismo	3
diverso	10
imposto	8
óbvio	5
presunção	7
tentativa	4
lembrar	5
imprensa	7
restrição	5
subseção	3
valoração	4
pagamento	3
representar	10
advertência	4
pretender	3
vítima	3
problema	3
elemento	17
manter	14
agr	5
essencial	8
desenvolver	3
welter	11
depoimento	20
tribunal	38
aceitação	7
postura	4
operação	37
trf	5
organização	5
entender	8
constituição	3
informação	27
veicular	8
obtido	9
noticiar	5
defender	8
ode	3
institucional	4
valer	9
difícil	6
fachin	11
presidencial	10
espúrio	3
público	37
lei	21
iniciativa	3
ler	4
extremo	4
oficiar	4
antecedente	8
oficial	3
punição	3
apf	9
presidente	17
fundamentação	5
comentar	4
uso	11
toffoli	4
depender	9
admissão	5
força	9
partidário	5
chamado	9
contrariado	3
perceber	6
ok	3
iii	3
espontâneo	3
ocupar	8
espírito	3
período	4
supor	3
antecipado	4
cliente	6
alegação	13
julgamento	30
conferir	3
ideia	8
violação	22
resistência	4
semelhante	3
especial	7
falta	3
abuso	7
conjur	4
martins	14
contato	3
méxico	3
writ	6
culpado	4
interlocutor	7
confiança	3
indevido	4
decorrência	3
superior	12
sério	6
fático	3
alegado	6
barbosa	3
auto	48
material	3
dever	46
dar	32
passar	11
senhor	6
conexão	4
interceptar	24
modo	28
globo	4
constitucional	28
inaceitável	5
corroborar	4
agravo	12
januario	9
prático	10
edson	10
contrário	6
vcs	7
rel	13
causa	6
manifestação	8
perplexidade	3
hipótese	7
atenção	7
cuidado	4
marcelo	6
teor	4
constrangimento	4
ramal_tronco	5
pgr	8
aurélio	9
anulação	5
único	10
lumen	3
examinar	14
final	15
efeito	6
petrobras	8
fase	18
bem	17
roberto	27
adotado	4
pressão	3
mês	5
oportuno	4
ofício	36
compelir	3
observar	7
denotar	3
ex_juiz	41
europeu	4
clareza	4
suspensão	6
bonfim	4
lils	22
unido	3
documento	3
lugar	4
produção	10
serviço	3
explicar	5
midiática	3
instância	10
favreto	3
face	8
tornar	8
comitê	5
thompson	3
dignidade	4
vantagem	3
escritório	39
passo	3
julgador	45
debate	5
principal	8
atuar	10
terminal	33
pensar	4
atual	5
familiar	7
apreciação	8
favorável	3
imputado	3
grau	8
ilegalidade	17
encerrar	9
palocci	21
qo	3
orlar	4
humano	28
inscrever	3
identificar	3
posse	4
favor	7
destino	3
confirmar	5
inadmissibilidade	3
trabalhar	7
incompetência	5
redator	5
triplex	5
processual	39
vazamento	4
utilizar	21
quebra	18
cf	18
sérgio	64
amigo	3
mínimo	4
pronunciamento	5
interesse	21
supremo	6
equipa	4
cuidar	3
criminal	22
república	14
exclusão	4
athayde	4
operador	14
contexto	6
procuradoria	3
reclamação	7
possibilidade	14
vc	3
culpabilidade	4
comunicação	8
mesmo	45
conclusão	6
possível	11
tessler	5
paulo	19
intimação	7
perda	7
escopo	4
representante	3
constituir	4
resultado	11
antonio	4
inviabilizar	6
arquivar	3
momento	22
deltan	35
testemunha	5
nacional	12
reunir	3
preso	7
dispositivo	4
importante	12
amplo	16
monique	4
definitivo	5
competência	26
fernando	3
determinar	19
excipiente	4
análise	9
colhido	3
cometer	6
assinar	7
aplicativo	3
motivo	6
frança	3
preconceito	4
sentença	19
publicizados	3
camila	5
pq	7
usar	7
ação	48
monitoramento	7
antônio	12
gravidade	5
mídia	3
mero	8
obter	5
denúncia	13
rcl	3
pf	22
inquérito	4
locomoção	9
hc	31
imparcialidade	56
alegar	8
intinar	3
opositor	3
tema	8
colega	5
universal	4
inq	7
investigativo	3
coisa	7
oas	3
investigar	31
noronha	5
convite	5
promotor	6
licitude	3
decretação	4
membro	28
sítio	9
jurídico	15
ausência	7
desfavorável	3